geneID,Gene_name,Chr,Start,End,Gene_length
FBgn0036544,sff,3L,15900156,15924861,24705
FBgn0034274,CG10931,2R,17748935,17750136,1201
FBgn0034275,CG5002,2R,17750293,17753214,2921
FBgn0027572,Acox1,2R,17760940,17764541,3601
FBgn0026309,aft,2R,17786135,17788556,2421
FBgn0028744,CG5033,2R,17789679,17792448,2769
FBgn0028743,Dhit,2R,17792870,17800677,7807
FBgn0026316,Ubc10,2R,17788412,17789410,998
FBgn0028740,CG6362,2R,17770405,17772552,2147
FBgn0034279,CG18635,2R,17767808,17769989,2181
FBgn0034277,OstDelta,2R,17764574,17767070,2496
FBgn0034276,Sardh,2R,17753555,17756422,2867
FBgn0035917,Zasp66,3L,8624371,8638813,14442
FBgn0036101,NijA,3L,10694360,10696877,2517
FBgn0032388,CG6686,2L,11984327,11988039,3712
FBgn0030887,CG6867,X,18023870,18028261,4391
FBgn0030892,Swt1,X,18088725,18090509,1784
FBgn0020429,GluRIIB,2L,5559342,5563502,4160
FBgn0036790,AstC-R1,3L,18560258,18576326,16068
FBgn0036689,CG7730,3L,17027515,17029814,2299
FBgn0010424,TpnC73F,3L,17046063,17048390,2327
FBgn0036911,Fibp,3L,19816085,19817967,1882
FBgn0036900,CG8765,3L,19683941,19687353,3412
FBgn0015721,ktub,2R,21101928,21123704,21776
FBgn0053493,CG33493,3L,10692530,10693167,637
FBgn0053494,CG33494,3R,25493481,25495161,1680
FBgn0040227,eIF3d1,3R,23680039,23682317,2278
FBgn0025790,TBPH,2R,23859067,23862593,3526
FBgn0032699,CG10383,2L,18690904,18695602,4698
FBgn0036302,sowah,3L,12537513,12572542,35029
FBgn0016034,mael,3L,22721203,22726234,5031
FBgn0031883,Caper,2L,7032721,7037878,5157
FBgn0031835,Dpp10,2L,6568400,6601068,32668
FBgn0031115,CG11710,X,20427411,20429673,2262
FBgn0039313,CG11892,3R,25281548,25283237,1689
FBgn0000286,Cf2,2L,4876891,4883107,6216
FBgn0028425,JhI-21,2L,12051755,12056042,4287
FBgn0003380,Sh,X,17924307,18063247,138940
FBgn0037153,olf413,3L,22136090,22247702,111612
FBgn0038448,CG12783,3R,16611419,16613400,1981
FBgn0061197,salto,2R,12302544,12306269,3725
FBgn0027780,Aasdh,2L,8445861,8449576,3715
FBgn0028560,sut4,2R,10085442,10087127,1685
FBgn0003464,sol,X,21350280,21357912,7632
FBgn0023023,CRMP,3R,5571108,5579189,8081
FBgn0037222,CG14642,3R,4241045,4242717,1672
FBgn0037836,CG14692,3R,10794058,10803955,9897
FBgn0029588,CR14798,X,1692824,1693843,1019
FBgn0020371,Tim17b2,2L,15484729,15485545,816
FBgn0030657,cerv,X,15576986,15578171,1185
FBgn0043070,MESK2,2R,21502097,21517241,15144
FBgn0029941,CG1677,X,7281089,7405797,124708
FBgn0036574,elg1,3L,16132028,16136691,4663
FBgn0003118,pnt,3R,23290231,23346167,55936
FBgn0004595,pros,3R,11328480,11407627,79147
FBgn0016038,Vsp37A,X,621530,623051,1521
FBgn0033566,CG18004,2R,10885019,10886375,1356
FBgn0036646,CR18217,3L,16600448,16602723,2275
FBgn0033285,CG18449,2R,8367163,8367927,764
FBgn0003189,r,X,16655359,16668712,13353
FBgn0032202,REPTOR-BP,2L,10264125,10265229,1104
FBgn0002773,Mlc2,3R,30171438,30174551,3113
FBgn0031450,Hrs,2L,2739986,2743377,3391
FBgn0050011,gem,2R,10124293,10137472,13179
FBgn0050159,CG30159,2R,6992681,6994306,1625
FBgn0050423,CG30423,2R,24874976,24875865,889
FBgn0038194,Cyp6d5,3R,14029228,14031483,2255
FBgn0051665,wry,2L,1836538,1858550,22012
FBgn0051720,mthl15,2L,10234585,10238317,3732
FBgn0005666,bt,4,724400,776474,52074
FBgn0052206,CG32206,3L,19340321,19412912,72591
FBgn0052442,Arv1,3L,21528218,21529333,1115
FBgn0052495,Gss2,X,17899702,17906025,6323
FBgn0052656,Muc11A,X,12059795,12065144,5349
FBgn0031518,CG3277,2L,3304100,3317418,13318
FBgn0023531,CG32809,X,1673110,1692768,19658
FBgn0053170,CG33170,3L,22864600,22867535,2935
FBgn0053198,pen-2,2R,18277439,18278762,1323
FBgn0035802,Pura,3L,7593091,7639573,46482
FBgn0032120,CG33298,2L,9495474,9520696,25222
FBgn0041723,rho-5,2L,10368025,10373900,5875
FBgn0053318,CR33318,2L,20923955,20924534,579
FBgn0052311,zormin,3L,2117466,2151700,34234
FBgn0003016,osp,2L,14599196,14689340,90144
FBgn0035028,Start1,2R,24574559,24577676,3117
FBgn0015925,csul,2R,16264652,16266959,2307
FBgn0013305,Nmda1,2R,12877094,12880230,3136
FBgn0021761,Nup154,2L,11004820,11010921,6101
FBgn0038474,mRpS11,3R,17072732,17073795,1063
FBgn0025456,CREG,3R,17393272,17394640,1368
FBgn0026379,Pten,2L,10256319,10261049,4730
FBgn0039207,Cftr,3R,24536204,24543914,7710
FBgn0032455,Pih1D1,2L,12713276,12721843,8567
FBgn0039215,CG6695,3R,24655160,24659379,4219
FBgn0039714,Zip99C,3R,29863701,29868895,5194
FBgn0039711,CG7824,3R,29857652,29858936,1284
FBgn0002567,Rab32,2R,9177864,9186342,8478
FBgn0032001,CG8360,2L,8212959,8214135,1176
FBgn0031548,CG8852,2L,3525131,3527588,2457
FBgn0025682,scf,3L,1298672,1300389,1717
FBgn0031778,lncRNA:CR9162,2L,6078453,6079736,1283
FBgn0032907,Nthl1,2L,20926319,20927860,1541
FBgn0031813,Acox3,2L,6426724,6448403,21679
FBgn0026620,tacc,3R,4733654,4749056,15402
FBgn0003721,Tm1,3R,15278220,15308779,30559
FBgn0034405,Jheh2,2R,18855767,18858245,2478
FBgn0039915,Gat,4,629691,635350,5659
FBgn0020445,E23,2L,3334875,3354829,19954
FBgn0004509,Fur1,3R,25347431,25473058,125627
FBgn0000117,arm,X,1891401,1900646,9245
FBgn0022361,Pur-alpha,4,558016,567257,9241
FBgn0023175,Prosalpha7,2R,9846636,9847836,1200
FBgn0010329,Tbh,X,7995697,8027394,31697
FBgn0011754,PhKgamma,X,11695137,11704394,9257
FBgn0001991,Ca-alpha1D,2L,16165831,16190540,24709
FBgn0032456,MRP,2L,12719045,12766546,47501
FBgn0067782,att-ORFB,3R,20552635,20554400,1765
FBgn0027934,alpha-Est4aPsi,3R,7526369,7528068,1699
FBgn0034053,Cyp4aa1,2R,15942864,15947266,4402
FBgn0034054,CG8366,2R,15955040,15956636,1596
FBgn0050069,Sdb,2R,14185204,14198368,13164
FBgn0039114,Lsd-1,3R,23763857,23766662,2805
FBgn0039116,CG10375,3R,23767712,23768984,1272
FBgn0015513,mbc,3R,23781765,23801634,19869
FBgn0039120,Nup98-96,3R,23774225,23781621,7396
FBgn0039118,CG10208,3R,23772998,23774127,1129
FBgn0039117,tst,3R,23768399,23772859,4460
FBgn0039115,CG10214,3R,23766519,23767488,969
FBgn0039113,udt,3R,23760737,23763263,2526
FBgn0035477,CG14982,3L,3942710,3947278,4568
FBgn0004880,scrt,3L,3983896,3994003,10107
FBgn0035482,CG14985,3L,4003474,4006626,3152
FBgn0035483,Mul1,3L,4021457,4023501,2044
FBgn0045479,Gr64a,3L,4026769,4028600,1831
FBgn0045478,Gr64b,3L,4028605,4032032,3427
FBgn0045477,Gr64c,3L,4028605,4032032,3427
FBgn0052255,Gr64f,3L,4035799,4037575,1776
FBgn0035484,CG11594,3L,4022700,4026011,3311
FBgn0035481,CG12605,3L,3954251,3964771,10520
FBgn0035480,CG14984,3L,3951193,3952550,1357
FBgn0027552,CG10863,3L,3941008,3942465,1457
FBgn0035476,CG12766,3L,3938624,3940125,1501
FBgn0035475,CG10866,3L,3936060,3937992,1932
FBgn0030545,CG11590,X,14200178,14200907,729
FBgn0026713,Prp16,X,14201362,14224732,23370
FBgn0030552,mRpL38,X,14226289,14227949,1660
FBgn0030554,Dus2,X,14237988,14240152,2164
FBgn0260482,CG32599,X,14243686,14246514,2828
FBgn0030558,Tat,X,14261223,14265379,4156
FBgn0002917,na,X,14266367,14277416,11049
FBgn0030562,CG9400,X,14288084,14289393,1309
FBgn0030559,CG13404,X,14264737,14266250,1513
FBgn0030556,mRNA-cap,X,14240266,14242822,2556
FBgn0030555,Fbxl4,X,14234413,14237923,3510
FBgn0030551,CG11674,X,14224647,14225879,1232
FBgn0040153,l(1)G0469,X,14203961,14211457,7496
FBgn0003053,peb,X,4617564,4627206,9642
FBgn0025739,pon,X,4636318,4639112,2794
FBgn0029718,mRpL30,X,4647871,4648646,775
FBgn0022942,Cbp80,X,4650015,4658259,8244
FBgn0029720,CG3009,X,4658158,4666700,8542
FBgn0029719,CG15473,X,4651955,4654497,2542
FBgn0025615,Torsin,X,4648592,4650032,1440
FBgn0011277,HLH4C,X,4645127,4647414,2287
FBgn0025613,CG3081,X,4639259,4643987,4728
FBgn0023395,Chd3,3L,19447173,19450238,3065
FBgn0052212,CG32212,3L,19487560,19488348,788
FBgn0036879,Cpr76Bb,3L,19519649,19520419,770
FBgn0036877,CG9452,3L,19501010,19503870,2860
FBgn0036876,CG9451,3L,19498197,19500798,2601
FBgn0036875,CG9449,3L,19492053,19497723,5670
FBgn0052207,hpRNA:CR32207,3L,19477329,19478720,1391
FBgn0053062,CG33062,3L,19441719,19446444,4725
FBgn0031126,Cyp6v1,X,20657122,20661425,4303
FBgn0031127,CG1835,X,20661917,20669669,7752
FBgn0031128,hydra,X,20670832,20677063,6231
FBgn0019929,Ser7,X,9865233,9867070,1837
FBgn0030157,CG1468,X,9878422,9879279,857
FBgn0030158,CG9686,X,9879870,9880535,665
FBgn0030159,CG9689,X,9881953,9883670,1717
FBgn0030160,CG9691,X,9884442,9885044,602
FBgn0030156,CG15247,X,9874493,9876672,2179
FBgn0052695,CG32695,X,9872382,9874057,1675
FBgn0024807,DIP1,X,21624796,21630148,5352
FBgn0053502,CG33502,X,21609357,21611526,2169
FBgn0052819,CG32819,X,21617889,21621104,3215
FBgn0040028,CG17450,X,21605884,21608920,3036
FBgn0052820,CG32820,X,21611797,21615239,3442
FBgn0027588,GCS2alpha,X,21600502,21605264,4762
FBgn0052230,ND-MLRQ,3L,23339326,23345936,6610
FBgn0010215,alpha-Cat,3L,23318646,23338100,19454
FBgn0039530,Tusp,3R,27607879,27634932,27053
FBgn0039532,Mtl,3R,27636412,27639871,3459
FBgn0027494,RpS10a,3R,27652760,27653363,603
FBgn0039536,unc80,3R,27662439,27677099,14660
FBgn0039537,Hsdl2,3R,27677522,27679013,1491
FBgn0039538,CG12883,3R,27679291,27680336,1045
FBgn0046258,CG12880,3R,27685962,27692790,6828
FBgn0045862,btz,3R,27700361,27703445,3084
FBgn0039543,CROT,3R,27703379,27706751,3372
FBgn0051055,CG31055,3R,27685632,27688134,2502
FBgn0003330,Sce,3R,27680431,27682029,1598
FBgn0002772,Mlc1,3R,27657078,27660177,3099
FBgn0039531,CG5611,3R,27634625,27636060,1435
FBgn0039529,CG5612,3R,27623359,27626011,2652
FBgn0260484,HIP,X,3799150,3801570,2420
FBgn0021738,Crg-1,X,3793223,3797339,4116
FBgn0029679,CG2901,X,3828197,3831546,3349
FBgn0031644,CG15625,2L,4889995,4891277,1282
FBgn0031645,CG3036,2L,4892112,4903889,11777
FBgn0003372,Sgs1,2L,4937409,4941423,4014
FBgn0031650,synr,2L,4942742,4944305,1563
FBgn0039331,ND-49L,3R,25358285,25360034,1749
FBgn0039332,alrm,3R,25381065,25382781,1716
FBgn0032859,Arpc2,2L,20417057,20423027,5970
FBgn0051687,CG31687,2L,20450225,20456978,6753
FBgn0032863,Cdc23,2L,20459342,20461729,2387
FBgn0032864,CG2493,2L,20461585,20463444,1859
FBgn0042175,CG18858,2L,20456847,20459075,2228
FBgn0051683,CG31683,2L,20447734,20449964,2230
FBgn0032860,CG15130,2L,20423106,20424660,1554
FBgn0032858,CG10949,2L,20415173,20416918,1745
FBgn0031688,Cyp28d2,2L,5207267,5209345,2078
FBgn0031692,TpnC25D,2L,5216701,5219053,2352
FBgn0031690,CG7742,2L,5212395,5215081,2686
FBgn0033538,CG11883,2R,10617662,10641807,24145
FBgn0033540,Elp2,2R,10645735,10648634,2899
FBgn0033541,CG12934,2R,10648888,10649830,942
FBgn0033539,Git,2R,10641818,10645427,3609
FBgn0031195,CG17600,X,22515197,22542024,26827
FBgn0031196,Cluap1,X,22542386,22544322,1936
FBgn0031194,CG17598,X,22534831,22540383,5552
FBgn0010316,dap,2R,9712321,9716256,3935
FBgn0033633,Smyd4-3,2R,11405597,11408079,2482
FBgn0040503,CG7763,2R,11414510,11415462,952
FBgn0015872,Drip,2R,11411203,11429645,18442
FBgn0050026,CG30026,2R,11408576,11409449,873
FBgn0033015,d4,2R,5259004,5295965,36961
FBgn0033019,CG10395,2R,5350477,5351972,1495
FBgn0033020,COX4L,2R,5353994,5354723,729
FBgn0033021,CG10417,2R,5360331,5363104,2773
FBgn0050441,IFT20,2R,5351717,5352122,405
FBgn0033017,CG10465,2R,5339706,5340995,1289
FBgn0052133,Ptip,3L,14020315,14029121,8806
FBgn0053196,dpy,2L,4477462,4614300,136838
FBgn0040849,Ir41a,2R,4917519,5021955,104436
FBgn0033005,CG3107,2R,5090581,5095090,4509
FBgn0033010,Atf6,2R,5144733,5154756,10023
FBgn0026238,gus,2R,5116990,5128321,11331
FBgn0013348,TpnC41C,2R,5065237,5070210,4973
FBgn0032949,Lamp1,2L,21573389,21577103,3714
FBgn0030715,Or13a,X,15974425,15976706,2281
FBgn0030717,Slc25A46a,X,15983772,15985405,1633
FBgn0000611,exd,X,15992468,15996509,4041
FBgn0030720,CG8939,X,15997016,15999698,2682
FBgn0030721,CG12698,X,16006147,16008721,2574
FBgn0030723,dpr18,X,16063738,16070304,6566
FBgn0030725,CG8958,X,16083232,16085751,2519
FBgn0028397,Tob,X,16074717,16091495,16778
FBgn0030724,Nipsnap,X,16070365,16073568,3203
FBgn0003969,vap,X,15999951,16005812,5861
FBgn0030719,eIF5,X,15987008,15991974,4966
FBgn0030718,ND-20,X,15985473,15986808,1335
FBgn0030716,Cep164,X,15977967,15982944,4977
FBgn0029174,Fkbp59,2L,9888005,9890119,2114
FBgn0032153,CG4537,2L,9890885,9891336,451
FBgn0010520,Bka,2L,9895287,9896104,817
FBgn0024285,Srp54,2L,9912911,9915044,2133
FBgn0040064,yip2,2L,9915253,9917220,1967
FBgn0032160,CG4598,2L,9918618,9920120,1502
FBgn0032161,CG4594,2L,9920160,9921459,1299
FBgn0032162,CG4592,2L,9921633,9922860,1227
FBgn0032166,CG4619,2L,9938863,9943058,4195
FBgn0032167,CG5853,2L,9940773,9947648,6875
FBgn0051712,Arglu1,2L,9934767,9938134,3367
FBgn0032163,TbCMF46,2L,9922737,9924865,2128
FBgn0025700,CG5885,2L,9917221,9918330,1109
FBgn0032156,CG13124,2L,9903279,9908633,5354
FBgn0053300,Muc30E,2L,9897820,9903128,5308
FBgn0004867,RpS2,2L,9896265,9897552,1287
FBgn0032154,mtDNA-helicase,2L,9891255,9893446,2191
FBgn0031089,aspr,X,20148124,20155514,7390
FBgn0031092,CG9577,X,20166673,20168080,1407
FBgn0031094,CG9578,X,20170222,20171526,1304
FBgn0031097,obst-A,X,20239855,20243209,3354
FBgn0022770,Peritrophin-A,X,20244647,20248203,3556
FBgn0015789,Rab10,X,20251338,20254691,3353
FBgn0031099,CG17065,X,20254692,20257199,2507
FBgn0031098,CG17068,X,20248309,20251093,2784
FBgn0003654,sw,X,20227961,20236382,8421
FBgn0053498,CR33498,X,20225137,20226111,974
FBgn0053499,Sdic4,X,20220666,20225020,4354
FBgn0053487,CR33487,X,20194360,20195360,1000
FBgn0052823,Sdic3,X,20189440,20194227,4787
FBgn0053496,CR33496,X,20186630,20187604,974
FBgn0053497,Sdic2,X,20181590,20186487,4897
FBgn0053491,CR33491,X,20178755,20179729,974
FBgn0067861,Sdic1,X,20174217,20178638,4421
FBgn0000084,AnxB10,X,20171445,20173514,2069
FBgn0031093,CG9581,X,20168042,20169981,1939
FBgn0031091,Phf7,X,20160355,20165830,5475
FBgn0031090,Rab35,X,20155766,20159872,4106
FBgn0030759,CG13014,X,16587873,16588930,1057
FBgn0061200,Nup153,X,16599241,16610459,11218
FBgn0025743,mbt,X,16610685,16614856,4171
FBgn0030764,CG9777,X,16630673,16632235,1562
FBgn0030763,CG9782,X,16615028,16621589,6561
FBgn0030761,CG9784,X,16595136,16599215,4079
FBgn0015615,SMC3,X,16588996,16593439,4443
FBgn0011826,Pp2B-14D,X,16554627,16560016,5389
FBgn0011742,Arp2,X,16548290,16553968,5678
FBgn0030757,CG9902,X,16542124,16547520,5396
FBgn0030756,CG9903,X,16539153,16540852,1699
FBgn0040775,CG12158,2R,9362574,9362906,332
FBgn0041150,hoe1,2L,4908581,4932384,23803
FBgn0033403,CG13739,2R,9309296,9351655,42359
FBgn0033250,CG14762,2R,8009119,8013755,4636
FBgn0034072,Dg,2R,16081176,16098564,17388
FBgn0033155,Br140,2R,7272275,7278101,5826
FBgn0025360,Optix,2R,8031283,8042529,11246
FBgn0033154,CG1850,2R,7258867,7261269,2402
FBgn0031646,snsl,2L,4903865,4906762,2897
FBgn0015000,betaggt-I,2L,4945579,4948324,2745
FBgn0031655,Marcal1,2L,4955509,4958292,2783
FBgn0031657,Polr1C,2L,4969004,4970216,1212
FBgn0031662,CG3792,2L,4977312,4978567,1255
FBgn0033911,VGAT,2R,14198478,14201249,2771
FBgn0034071,CG8405,2R,16047648,16060835,13187
FBgn0034479,CG8654,2R,19979242,19984895,5653
FBgn0031651,mRpL24,2L,4944256,4945361,1105
FBgn0031653,Jon25Biii,2L,4949941,4950767,826
FBgn0031652,jet,2L,4948206,4949784,1578
FBgn0015834,eIF3i,2L,4966367,4967775,1408
FBgn0031661,Gmd,2L,4975300,4977023,1723
FBgn0031663,CG8891,2L,4978484,4979379,895
FBgn0031664,CG8892,2L,4979513,4981592,2079
FBgn0031659,CG14043,2L,4971702,4973687,1985
FBgn0037028,CG3618,3L,20813353,20816075,2722
FBgn0031660,mRpL28,2L,4973976,4975316,1340
FBgn0061515,endos,3L,14029579,14031706,2127
FBgn0052580,Muc14A,X,16009114,16061722,52608
FBgn0051961,Tbcc,2L,4186250,4187793,1543
FBgn0053505,U3-55K,2R,14858845,14860758,1913
FBgn0053506,CG33506,2R,14857447,14858640,1193
FBgn0053508,ppk13,2L,21086790,21088751,1961
FBgn0053509,CG33509,2L,21084605,21086506,1901
FBgn0053510,CG33510,2L,21082643,21084326,1683
FBgn0053511,CG33511,2L,21081127,21082494,1367
FBgn0053512,dpr4,3R,11533483,11542949,9466
FBgn0053513,Nmdar2,X,1483625,1507809,24184
FBgn0053514,CG33514,3L,4365434,4366671,1237
FBgn0053516,dpr3,2L,2058790,2109878,51088
FBgn0053519,Obsc,2R,23995543,24014254,18711
FBgn0053523,CG33523,3L,5923862,5930120,6258
FBgn0053527,SIFa,2R,24577566,24578143,577
FBgn0053530,Acp53C14c,2R,16750776,16751495,719
FBgn0053531,Ddr,2L,6253123,6323466,70343
FBgn0053542,upd3,X,18277233,18284596,7363
FBgn0053543,CG33543,2L,1997102,2006313,9211
FBgn0053526,PNUTS,2L,870465,877038,6573
FBgn0053547,Rim,3R,17872748,17916578,43830
FBgn0053504,snRNA:U7,3L,3593823,3593893,70
FBgn0053539,tRNA:Trp-CCA-2-5,2R,21181284,21181355,71
FBgn0002183,dre4,3L,1871574,1876312,4738
FBgn0030018,slpr,X,8170229,8177185,6956
FBgn0010263,Rbp9,2L,2954762,2968434,13672
FBgn0052484,Sk2,3L,3047087,3050159,3072
FBgn0004648,svr,X,496446,509072,12626
FBgn0020493,Dad,3R,17054007,17070408,16401
FBgn0029723,Proc-R,X,4707916,4729487,21571
FBgn0001301,kel,2L,18129884,18138083,8199
FBgn0035331,MsR1,3L,2322693,2345799,23106
FBgn0031689,Cyp28d1,2L,5210460,5212445,1985
FBgn0053548,SmydA-8,X,2205515,2213809,8294
FBgn0040726,dpr1,2R,20698483,20750442,51959
FBgn0053554,Nipped-A,2R,5177965,5251022,73057
FBgn0029518,CG13376,X,265724,267028,1304
FBgn0053556,form3,3L,7094818,7123297,28479
FBgn0000575,emc,3L,749400,753492,4092
FBgn0038087,beat-Va,3R,12840560,12848419,7859
FBgn0010317,CycJ,3L,3466428,3468098,1670
FBgn0003231,ref(2)P,2L,19542468,19545548,3080
FBgn0000625,eyg,3L,12462537,12468021,5484
FBgn0003984,vn,3L,5813338,5845664,32326
FBgn0010894,sinu,3L,5559470,5561598,2128
FBgn0003429,slo,3R,24662491,24711595,49104
FBgn0004587,B52,3R,13661311,13666891,5580
FBgn0004882,orb,3R,23260610,23280856,20246
FBgn0005561,sv,4,1088798,1113317,24519
FBgn0033170,sPLA2,2R,7442864,7443827,963
FBgn0039927,CG11155,4,1126602,1137919,11317
FBgn0027339,jim,3L,22789233,22835194,45961
FBgn0034990,CG11406,2R,24202091,24208203,6112
FBgn0041164,armi,3L,3461317,3466314,4997
FBgn0037313,CG1161,3R,5355092,5356748,1656
FBgn0041707,7B2,3R,5376780,5377975,1195
FBgn0002774,mle,2R,5974857,5980778,5921
FBgn0002873,mud,X,14247732,14258595,10863
FBgn0004102,oc,X,8630159,8650681,20522
FBgn0033807,AQP,2R,13212405,13214496,2091
FBgn0003124,polo,3L,20309654,20313466,3812
FBgn0000303,ChAT,3R,18705501,18732344,26843
FBgn0002440,l(3)mbn,3L,6123934,6128807,4873
FBgn0041242,Gr47a,2R,10362185,10363584,1399
FBgn0004606,zfh1,3R,30765926,30789202,23276
FBgn0033195,CG1360,2R,7587773,7590109,2336
FBgn0028572,qtc,2L,5060815,5070750,9935
FBgn0038651,Epg5,3R,18750436,18758873,8437
FBgn0004607,zfh2,4,501810,540874,39064
FBgn0005558,ey,4,697689,721173,23484
FBgn0037317,CG14667,3R,5375022,5376460,1438
FBgn0003950,unc,X,21111414,21116914,5500
FBgn0023416,Ac3,2L,21632587,21647964,15377
FBgn0000259,CkIIbeta,X,11792533,11801587,9054
FBgn0003741,tra,3L,16590059,16591050,991
FBgn0040097,lectin-30A,2L,9254076,9254854,778
FBgn0028841,jhamt,2L,16365903,16367039,1136
FBgn0000241,bw,2R,23527805,23538499,10694
FBgn0004907,14-3-3zeta,2R,10099677,10109687,10010
FBgn0039914,mav,4,623219,626031,2812
FBgn0019828,dj,3R,7059315,7060524,1209
FBgn0004369,Ptp99A,3R,29377646,29487131,109485
FBgn0010114,hig,2R,9227785,9247249,19464
FBgn0029676,HIP-R,X,3789969,3792477,2508
FBgn0026059,Mhcl,3R,16068523,16098761,30238
FBgn0005427,ewg,X,268509,279718,11209
FBgn0051439,Muc96D,3R,25397788,25400645,2857
FBgn0000053,Gart,2L,7014623,7023898,9275
FBgn0000567,Eip74EF,3L,17558672,17619325,60653
FBgn0052333,CG32333,3L,1275956,1295699,19743
FBgn0041605,cpx,3R,4280221,4304604,24383
FBgn0052576,CG32576,X,16285953,16288533,2580
FBgn0052602,Muc12Ea,X,14277735,14288161,10426
FBgn0053111,CG33111,3R,23801714,23819237,17523
FBgn0039396,CCAP-R,3R,25923499,25956270,32771
FBgn0053558,mim,2R,6924687,6971637,46950
FBgn0001148,gsb,2R,25061964,25064643,2679
FBgn0014141,cher,3R,17091533,17125389,33856
FBgn0010382,CycE,2L,15727581,15748150,20569
FBgn0004575,Syn,3R,10190689,10222442,31753
FBgn0000042,Act5C,X,5900861,5905399,4538
FBgn0034976,CG4049,2R,24107087,24114292,7205
FBgn0034982,Naa35,2R,24135180,24138050,2870
FBgn0020385,pug,3R,10696534,10703316,6782
FBgn0037822,CG14683,3R,10696647,10698976,2329
FBgn0038295,Gyc88E,3R,15150375,15191242,40867
FBgn0004227,nonA,X,16361569,16371547,9978
FBgn0015546,spel1,2L,14362069,14366840,4771
FBgn0016917,Stat92E,3R,20535323,20552311,16988
FBgn0032117,FucTB,2L,9428669,9431052,2383
FBgn0014135,bnl,3R,19794073,19836817,42744
FBgn0033809,CG4630,2R,13215659,13219247,3588
FBgn0033810,CG4646,2R,13219396,13220251,855
FBgn0035964,Dhpr,3L,9134560,9135916,1356
FBgn0039348,Npl4,3R,25611013,25624662,13649
FBgn0039349,Ssadh,3R,25624805,25626924,2119
FBgn0002789,Mp20,2R,13246670,13248880,2210
FBgn0037719,bocks,3R,9589468,9591002,1534
FBgn0027375,RecQ5,3L,14628160,14632077,3917
FBgn0005677,dac,2L,16466512,16485998,19486
FBgn0035956,Doc2,3L,9012686,9019246,6560
FBgn0038950,CG5382,3R,22364573,22365983,1410
FBgn0011225,jar,3R,24252826,24271233,18407
FBgn0003701,thr,2R,17861273,17865963,4690
FBgn0038872,Nelf-A,3R,21223704,21229512,5808
FBgn0036180,Duba,3L,11605436,11609465,4029
FBgn0004924,Top1,X,15319479,15328029,8550
FBgn0004903,Rb97D,3R,26872129,26875742,3613
FBgn0001168,hry,3L,8675759,8679253,3494
FBgn0032369,CG6614,2L,11644619,11648839,4220
FBgn0000008,a,2R,22136968,22172834,35866
FBgn0000261,Cat,3L,18822604,18828188,5584
FBgn0004169,up,X,13593474,13602578,9104
FBgn0023076,Clk,3L,7763233,7775603,12370
FBgn0001208,Hn,3L,7760453,7763166,2713
FBgn0036165,chrb,3L,11487550,11499055,11505
FBgn0020496,CtBP,3R,13011649,13026275,14626
FBgn0027841,CstF64,3R,18659618,18661126,1508
FBgn0039713,RpS8,3R,29861582,29863902,2320
FBgn0039738,Mgat2,3R,30015513,30022221,6708
FBgn0015269,Nf1,3R,25983013,25995737,12724
FBgn0037746,CG8478,3R,9763650,9766135,2485
FBgn0037747,Naa80,3R,9767834,9770027,2193
FBgn0003862,trx,3R,14263358,14286903,23545
FBgn0010226,GstS1,2R,17093246,17099501,6255
FBgn0000577,en,2R,11524006,11528210,4204
FBgn0000028,acj6,X,15350239,15379064,28825
FBgn0022710,Ac13E,X,15510877,15554278,43401
FBgn0012034,AcCoAS,3L,21270722,21280243,9521
FBgn0027866,CG9776,3R,4327814,4334071,6257
FBgn0038201,PK1-R,3R,14099832,14103122,3290
FBgn0045500,Gr22b,2L,1792057,1793268,1211
FBgn0000721,for,2L,3622074,3656953,34879
FBgn0034420,CG10737,2R,19164143,19178223,14080
FBgn0003218,rdgB,X,13762752,13779488,16736
FBgn0024836,stan,2R,10673345,10721138,47793
FBgn0031016,kek5,X,19353181,19471914,118733
FBgn0034416,CG15109,2R,19059421,19061065,1644
FBgn0025936,Eph,4,610684,622470,11786
FBgn0000578,ena,2R,19141632,19163705,22073
FBgn0031649,hoe2,2L,4933047,4936450,3403
FBgn0032668,CG17681,2L,18153123,18154516,1393
FBgn0041210,HDAC4,X,13262687,13285632,22945
FBgn0001269,inv,2R,11474465,11509695,35230
FBgn0027608,CG2082,3R,5758680,5781076,22396
FBgn0039900,Syt7,4,278685,306481,27796
FBgn0031474,CG2991,2L,2857164,2868548,11384
FBgn0025726,unc-13,4,867824,912331,44507
FBgn0051721,Trim9,2L,10544883,10628054,83171
FBgn0051992,gw,4,649041,660608,11567
FBgn0028341,Ptpmeg2,X,9626294,9659145,32851
FBgn0032974,CG3651,2L,22121338,22126614,5276
FBgn0029870,Marf,X,6365949,6370924,4975
FBgn0035001,Slik,2R,24392129,24402680,10551
FBgn0032666,CG5758,2L,18119995,18129862,9867
FBgn0026533,Dek,2R,16856220,16861738,5518
FBgn0036534,DCP2,3L,15818734,15826423,7689
FBgn0036144,GlcAT-P,3L,11176954,11197536,20582
FBgn0033265,coil,2R,8124981,8127242,2261
FBgn0038139,PK2-R2,3R,13329070,13334166,5096
FBgn0027529,tapas,2R,20319180,20325973,6793
FBgn0031802,ppk7,2L,6352324,6354331,2007
FBgn0037234,CG9795,3R,4319683,4326379,6696
FBgn0030641,CG6299,X,15462722,15466812,4090
